,seed,P1,P2,Prob
0,39978,7,18,0.2542512
1,39978,9,12,0.3045616
2,39978,9,17,0.27691427
3,39978,9,18,0.26861864
4,39978,9,23,0.35551575
5,39978,9,40,0.26606607
6,39978,9,54,0.28934914
7,39978,9,62,0.29319385
8,39978,9,69,0.2706968
9,39978,9,71,0.360449
10,39978,9,91,0.3271204
11,39978,9,97,0.29115233
12,39978,12,9,0.2629276
13,39978,12,17,0.27414918
14,39978,17,9,0.24349701
15,39978,17,12,0.29223102
16,39978,17,18,0.25603715
17,39978,17,54,0.28362665
18,39978,18,7,0.33595526
19,39978,18,9,0.2760028
20,39978,18,17,0.29304883
21,39978,18,20,0.32607254
22,39978,18,22,0.34210184
23,39978,18,24,0.28455865
24,39978,18,25,0.25908485
25,39978,18,26,0.25981358
26,39978,18,30,0.28797093
27,39978,18,31,0.27437288
28,39978,18,32,0.29668942
29,39978,18,33,0.26498696
30,39978,18,39,0.28213343
31,39978,18,42,0.27871683
32,39978,18,46,0.26052234
33,39978,18,50,0.3155859
34,39978,18,60,0.32993007
35,39978,18,74,0.29245728
36,39978,18,76,0.29568282
37,39978,18,98,0.2797493
38,39978,20,18,0.28028002
39,39978,22,18,0.24939477
40,39978,23,9,0.26484653
41,39978,24,18,0.27455083
42,39978,24,25,0.25502428
43,39978,24,26,0.25419107
44,39978,24,30,0.2789153
45,39978,24,31,0.26293316
46,39978,24,33,0.25819403
47,39978,24,42,0.27289695
48,39978,24,76,0.2896092
49,39978,24,98,0.27485016
50,39978,25,18,0.27729994
51,39978,25,24,0.28702918
52,39978,25,26,0.25584066
53,39978,25,30,0.28411832
54,39978,25,33,0.26099208
55,39978,25,42,0.28525043
56,39978,26,18,0.28531978
57,39978,26,24,0.29095313
58,39978,26,25,0.26608884
59,39978,26,30,0.29227522
60,39978,26,31,0.27133754
61,39978,26,32,0.2960438
62,39978,26,33,0.2653044
63,39978,26,42,0.2808196
64,39978,26,74,0.29739103
65,39978,26,98,0.28001928
66,39978,30,18,0.27774513
67,39978,30,24,0.2769512
68,39978,30,25,0.26238078
69,39978,30,26,0.24954584
70,39978,30,31,0.26674342
71,39978,30,33,0.2601103
72,39978,30,46,0.2613396
73,39978,30,76,0.2988519
74,39978,30,98,0.27445865
75,39978,31,18,0.2758267
76,39978,31,24,0.28238556
77,39978,31,26,0.25425893
78,39978,31,30,0.28368703
79,39978,31,33,0.26464838
80,39978,31,39,0.28180733
81,39978,31,42,0.27526438
82,39978,31,50,0.308433
83,39978,31,74,0.29319644
84,39978,32,18,0.28146625
85,39978,32,26,0.25739065
86,39978,32,33,0.2665807
87,39978,32,42,0.28268746
88,39978,32,46,0.2689327
89,39978,32,98,0.28029627
90,39978,33,18,0.2883168
91,39978,33,24,0.2900912
92,39978,33,25,0.27407244
93,39978,33,26,0.258287
94,39978,33,30,0.2874027
95,39978,33,31,0.28191796
96,39978,33,32,0.30215606
97,39978,33,39,0.2859241
98,39978,33,42,0.28663912
99,39978,33,98,0.2853185
100,39978,39,18,0.2715517
101,39978,39,31,0.26334512
102,39978,39,33,0.26442602
103,39978,39,42,0.2732323
104,39978,39,46,0.25601313
105,39978,39,63,0.31102383
106,39978,40,9,0.2454449
107,39978,40,69,0.25245726
108,39978,42,18,0.28000712
109,39978,42,24,0.2807899
110,39978,42,25,0.2587814
111,39978,42,26,0.25517452
112,39978,42,31,0.27183864
113,39978,42,32,0.29863966
114,39978,42,33,0.2633033
115,39978,42,39,0.27505213
116,39978,42,64,0.3307093
117,39978,46,18,0.26740932
118,39978,46,30,0.2787313
119,39978,46,32,0.28835568
120,39978,46,39,0.2753686
121,39978,50,18,0.2784698
122,39978,50,31,0.26490396
123,39978,54,9,0.26511836
124,39978,54,17,0.27881894
125,39978,60,18,0.24109341
126,39978,62,9,0.28680766
127,39978,63,39,0.24179949
128,39978,64,42,0.28070137
129,39978,69,9,0.24296066
130,39978,69,40,0.25999722
131,39978,71,9,0.23536001
132,39978,74,18,0.29151317
133,39978,74,26,0.26897392
134,39978,74,31,0.29118901
135,39978,76,18,0.2648927
136,39978,76,24,0.26552734
137,39978,76,30,0.27130324
138,39978,76,97,0.28931695
139,39978,91,9,0.25678477
140,39978,97,9,0.2822777
141,39978,97,76,0.30479863
142,39978,98,18,0.28483412
143,39978,98,24,0.29240412
144,39978,98,26,0.26417387
145,39978,98,30,0.29747757
146,39978,98,32,0.3055556
147,39978,98,33,0.27313143
