,P1,P2,Prob
0,tensor(6589),tensor(6590),tensor(0.5746)
1,tensor(6589),tensor(6591),tensor(0.6466)
2,tensor(6590),tensor(6589),tensor(0.5870)
3,tensor(6590),tensor(6592),tensor(0.5444)
4,tensor(6591),tensor(6589),tensor(0.5439)
5,tensor(6591),tensor(6592),tensor(0.4995)
6,tensor(6591),tensor(6598),tensor(0.5250)
7,tensor(6591),tensor(6599),tensor(0.5303)
8,tensor(6592),tensor(6590),tensor(0.5453)
9,tensor(6592),tensor(6591),tensor(0.6142)
10,tensor(6592),tensor(6598),tensor(0.5884)
11,tensor(6592),tensor(6600),tensor(0.6103)
12,tensor(6598),tensor(6591),tensor(0.6350)
13,tensor(6598),tensor(6592),tensor(0.5896)
14,tensor(6599),tensor(6591),tensor(0.5371)
15,tensor(6600),tensor(6592),tensor(0.5517)
