,P1,P2,Prob
0,tensor(1257),tensor(10222),tensor(0.1178)
1,tensor(1565),tensor(1567),tensor(0.1561)
2,tensor(1566),tensor(1567),tensor(0.1653)
3,tensor(1566),tensor(1570),tensor(0.1434)
4,tensor(1567),tensor(1565),tensor(0.1182)
5,tensor(1567),tensor(1566),tensor(0.1170)
6,tensor(1567),tensor(1570),tensor(0.1430)
7,tensor(1567),tensor(1573),tensor(0.1161)
8,tensor(1567),tensor(5774),tensor(0.1438)
9,tensor(1567),tensor(9498),tensor(0.3121)
10,tensor(1570),tensor(1566),tensor(0.1191)
11,tensor(1570),tensor(1567),tensor(0.1641)
12,tensor(1573),tensor(1567),tensor(0.1916)
13,tensor(1845),tensor(9497),tensor(0.2995)
14,tensor(5702),tensor(10219),tensor(0.1158)
15,tensor(5774),tensor(1567),tensor(0.1659)
16,tensor(8784),tensor(10222),tensor(0.1309)
17,tensor(9497),tensor(1845),tensor(0.4229)
18,tensor(9497),tensor(9498),tensor(0.7064)
19,tensor(9497),tensor(9499),tensor(0.3970)
20,tensor(9497),tensor(9500),tensor(0.4843)
21,tensor(9498),tensor(1567),tensor(0.7176)
22,tensor(9498),tensor(9497),tensor(0.8216)
23,tensor(9498),tensor(9501),tensor(0.6325)
24,tensor(9498),tensor(10223),tensor(0.8899)
25,tensor(9499),tensor(9497),tensor(0.2609)
26,tensor(9499),tensor(9501),tensor(0.1142)
27,tensor(9499),tensor(9502),tensor(0.1207)
28,tensor(9500),tensor(9497),tensor(0.4164)
29,tensor(9501),tensor(9498),tensor(0.3128)
30,tensor(9501),tensor(9499),tensor(0.1063)
31,tensor(9501),tensor(9502),tensor(0.1251)
32,tensor(9501),tensor(9503),tensor(0.0916)
33,tensor(9501),tensor(9504),tensor(0.1313)
34,tensor(9502),tensor(9499),tensor(0.1141)
35,tensor(9502),tensor(9501),tensor(0.1253)
36,tensor(9503),tensor(9501),tensor(0.1149)
37,tensor(9504),tensor(9501),tensor(0.1196)
38,tensor(10219),tensor(5702),tensor(0.1544)
39,tensor(10219),tensor(10220),tensor(0.1542)
40,tensor(10219),tensor(10221),tensor(0.1461)
41,tensor(10220),tensor(10219),tensor(0.3997)
42,tensor(10220),tensor(10222),tensor(0.4195)
43,tensor(10220),tensor(10223),tensor(0.7881)
44,tensor(10220),tensor(10467),tensor(0.3651)
45,tensor(10221),tensor(10219),tensor(0.0974)
46,tensor(10221),tensor(10222),tensor(0.1071)
47,tensor(10221),tensor(10224),tensor(0.1210)
48,tensor(10222),tensor(1257),tensor(0.1286)
49,tensor(10222),tensor(8784),tensor(0.1089)
50,tensor(10222),tensor(10220),tensor(0.1244)
51,tensor(10222),tensor(10221),tensor(0.1160)
52,tensor(10222),tensor(10224),tensor(0.1353)
53,tensor(10222),tensor(10225),tensor(0.1160)
54,tensor(10222),tensor(10226),tensor(0.1407)
55,tensor(10223),tensor(9498),tensor(0.8907)
56,tensor(10223),tensor(10220),tensor(0.7090)
57,tensor(10224),tensor(10221),tensor(0.1280)
58,tensor(10224),tensor(10222),tensor(0.1271)
59,tensor(10225),tensor(10222),tensor(0.1131)
60,tensor(10226),tensor(10222),tensor(0.1091)
61,tensor(10466),tensor(10467),tensor(0.0987)
62,tensor(10467),tensor(10220),tensor(0.1019)
63,tensor(10467),tensor(10466),tensor(0.1224)
64,tensor(10467),tensor(10469),tensor(0.1149)
65,tensor(10467),tensor(10470),tensor(0.1607)
66,tensor(10469),tensor(10467),tensor(0.0889)
67,tensor(10470),tensor(10467),tensor(0.1024)
