,P1,P2,Prob
0,tensor(6589),tensor(6590),tensor(0.9544)
1,tensor(6589),tensor(6591),tensor(0.9458)
2,tensor(6590),tensor(6589),tensor(0.9276)
3,tensor(6590),tensor(6592),tensor(0.9528)
4,tensor(6591),tensor(6589),tensor(0.9035)
5,tensor(6591),tensor(6592),tensor(0.9382)
6,tensor(6591),tensor(6598),tensor(0.9266)
7,tensor(6591),tensor(6599),tensor(0.9031)
8,tensor(6592),tensor(6590),tensor(0.9594)
9,tensor(6592),tensor(6591),tensor(0.9508)
10,tensor(6592),tensor(6598),tensor(0.9422)
11,tensor(6592),tensor(6600),tensor(0.9453)
12,tensor(6598),tensor(6591),tensor(0.9478)
13,tensor(6598),tensor(6592),tensor(0.9455)
14,tensor(6599),tensor(6591),tensor(0.9442)
15,tensor(6600),tensor(6592),tensor(0.9449)
