,seed,P1,P2,Prob
0,39978,7,18,0.45329887
1,39978,9,12,0.61044824
2,39978,9,14,0.6079313
3,39978,9,17,0.5723271
4,39978,9,18,0.5489042
5,39978,9,23,0.83499426
6,39978,9,32,0.54321086
7,39978,9,40,0.6587878
8,39978,9,51,0.58281535
9,39978,9,54,0.58332014
10,39978,9,61,0.74262625
11,39978,9,62,0.590879
12,39978,9,69,0.64602065
13,39978,9,71,0.6243881
14,39978,9,97,0.61501634
15,39978,12,9,0.45523155
16,39978,14,9,0.4706902
17,39978,17,9,0.48994693
18,39978,17,54,0.5103964
19,39978,18,7,0.5734126
20,39978,18,9,0.52810127
21,39978,18,19,0.56476504
22,39978,18,20,0.5824891
23,39978,18,22,0.5271474
24,39978,18,24,0.5011895
25,39978,18,25,0.5167743
26,39978,18,26,0.501272
27,39978,18,30,0.51812714
28,39978,18,31,0.5113741
29,39978,18,32,0.5069939
30,39978,18,33,0.5114093
31,39978,18,39,0.52742964
32,39978,18,42,0.49899024
33,39978,18,46,0.5260559
34,39978,18,50,0.517422
35,39978,18,53,0.5651081
36,39978,18,60,0.5221471
37,39978,18,74,0.50505614
38,39978,18,76,0.537589
39,39978,18,98,0.50348306
40,39978,19,18,0.4732914
41,39978,20,18,0.44957602
42,39978,22,18,0.5097236
43,39978,22,32,0.5062207
44,39978,22,33,0.51111203
45,39978,23,9,0.48077026
46,39978,24,18,0.5118939
47,39978,24,25,0.5178686
48,39978,24,26,0.51362723
49,39978,24,30,0.5204115
50,39978,24,31,0.52198124
51,39978,24,32,0.51596624
52,39978,24,33,0.522622
53,39978,24,74,0.51283616
54,39978,24,98,0.5143018
55,39978,25,18,0.50955915
56,39978,25,24,0.5167571
57,39978,25,26,0.5151475
58,39978,25,32,0.5118307
59,39978,25,42,0.51002586
60,39978,25,60,0.5456419
61,39978,26,18,0.51420945
62,39978,26,24,0.5068795
63,39978,26,25,0.527251
64,39978,26,31,0.52633804
65,39978,26,32,0.516213
66,39978,26,33,0.52042586
67,39978,26,39,0.540039
68,39978,26,42,0.51233757
69,39978,26,74,0.5092181
70,39978,26,76,0.5357266
71,39978,26,98,0.5123869
72,39978,30,18,0.50604993
73,39978,30,24,0.503012
74,39978,30,33,0.50727654
75,39978,31,18,0.5259534
76,39978,31,24,0.5258659
77,39978,31,26,0.520784
78,39978,31,32,0.52487767
79,39978,31,33,0.53162456
80,39978,31,42,0.51822466
81,39978,31,50,0.53779453
82,39978,31,74,0.52207553
83,39978,31,98,0.5227225
84,39978,32,9,0.5249123
85,39978,32,18,0.5121247
86,39978,32,22,0.535793
87,39978,32,24,0.50501496
88,39978,32,25,0.5159376
89,39978,32,26,0.5104587
90,39978,32,31,0.5202378
91,39978,32,33,0.5096621
92,39978,32,46,0.5287369
93,39978,32,98,0.5063796
94,39978,33,18,0.51677084
95,39978,33,22,0.5411013
96,39978,33,24,0.51660204
97,39978,33,26,0.5180865
98,39978,33,30,0.52677023
99,39978,33,31,0.5282408
100,39978,33,32,0.5219955
101,39978,33,42,0.51773554
102,39978,33,74,0.51949656
103,39978,33,98,0.5218877
104,39978,39,18,0.49406943
105,39978,39,26,0.4950245
106,39978,39,42,0.49203867
107,39978,40,9,0.468976
108,39978,42,18,0.49783975
109,39978,42,25,0.51301706
110,39978,42,26,0.5090398
111,39978,42,31,0.5175067
112,39978,42,33,0.5100472
113,39978,42,39,0.52042395
114,39978,46,18,0.51480424
115,39978,46,32,0.5154796
116,39978,46,50,0.52173084
117,39978,46,98,0.51158816
118,39978,50,18,0.4970901
119,39978,50,31,0.50283056
120,39978,50,46,0.5072939
121,39978,51,9,0.4646686
122,39978,53,18,0.47498032
123,39978,54,9,0.4922321
124,39978,54,17,0.5107528
125,39978,60,18,0.49279654
126,39978,60,25,0.50336426
127,39978,60,98,0.49647135
128,39978,61,9,0.47128677
129,39978,62,9,0.46955556
130,39978,69,9,0.475983
131,39978,71,9,0.47243154
132,39978,74,18,0.51200724
133,39978,74,24,0.5123249
134,39978,74,26,0.509461
135,39978,74,31,0.51986915
136,39978,74,33,0.51579016
137,39978,74,98,0.5110438
138,39978,76,18,0.47636202
139,39978,76,26,0.4842274
140,39978,97,9,0.4804672
141,39978,98,18,0.5115642
142,39978,98,24,0.51090866
143,39978,98,26,0.51122093
144,39978,98,31,0.5198973
145,39978,98,32,0.50806
146,39978,98,33,0.5155684
147,39978,98,46,0.5223282
148,39978,98,60,0.52956975
149,39978,98,74,0.5081682
