,P1,P2,Prob
0,tensor(6589),tensor(6590),tensor(0.8014)
1,tensor(6589),tensor(6591),tensor(0.8162)
2,tensor(6590),tensor(6589),tensor(0.8581)
3,tensor(6590),tensor(6592),tensor(0.8377)
4,tensor(6591),tensor(6589),tensor(0.8414)
5,tensor(6591),tensor(6592),tensor(0.8269)
6,tensor(6591),tensor(6598),tensor(0.8024)
7,tensor(6591),tensor(6599),tensor(0.8418)
8,tensor(6592),tensor(6590),tensor(0.8016)
9,tensor(6592),tensor(6591),tensor(0.8137)
10,tensor(6592),tensor(6598),tensor(0.7749)
11,tensor(6592),tensor(6600),tensor(0.8604)
12,tensor(6598),tensor(6591),tensor(0.8439)
13,tensor(6598),tensor(6592),tensor(0.8406)
14,tensor(6599),tensor(6591),tensor(0.7187)
15,tensor(6600),tensor(6592),tensor(0.8068)
