,P1,P2,Prob
0,tensor(3256),tensor(12755),tensor(0.5502)
1,tensor(12514),tensor(12761),tensor(0.5264)
2,tensor(12753),tensor(12754),tensor(0.6352)
3,tensor(12753),tensor(12755),tensor(0.5740)
4,tensor(12754),tensor(12753),tensor(0.5815)
5,tensor(12754),tensor(12761),tensor(0.5217)
6,tensor(12755),tensor(3256),tensor(0.6166)
7,tensor(12755),tensor(12753),tensor(0.6029)
8,tensor(12755),tensor(12761),tensor(0.5458)
9,tensor(12755),tensor(12763),tensor(0.5896)
10,tensor(12761),tensor(12514),tensor(0.4859)
11,tensor(12761),tensor(12754),tensor(0.6122)
12,tensor(12761),tensor(12755),tensor(0.5500)
13,tensor(12761),tensor(12763),tensor(0.5301)
14,tensor(12763),tensor(12755),tensor(0.5833)
15,tensor(12763),tensor(12761),tensor(0.5312)
16,tensor(12763),tensor(12764),tensor(0.6772)
17,tensor(12764),tensor(12763),tensor(0.5777)
