,seed,P1,P2,Prob
0,39978,7,18,0.44433057
1,39978,9,12,0.60124236
2,39978,9,14,0.60873914
3,39978,9,17,0.5663795
4,39978,9,18,0.5342815
5,39978,9,23,0.83030164
6,39978,9,32,0.54017615
7,39978,9,40,0.65620786
8,39978,9,51,0.58593
9,39978,9,54,0.56692034
10,39978,9,61,0.74120945
11,39978,9,62,0.5927969
12,39978,9,69,0.64812607
13,39978,9,71,0.62473387
14,39978,9,97,0.6107031
15,39978,12,9,0.4413658
16,39978,14,9,0.46451014
17,39978,17,9,0.4859126
18,39978,17,54,0.5032752
19,39978,18,7,0.56375945
20,39978,18,9,0.5153181
21,39978,18,19,0.5600009
22,39978,18,20,0.5734352
23,39978,18,22,0.5203247
24,39978,18,24,0.50074506
25,39978,18,25,0.50494695
26,39978,18,26,0.5033923
27,39978,18,30,0.50510764
28,39978,18,31,0.505778
29,39978,18,32,0.4999398
30,39978,18,33,0.506391
31,39978,18,39,0.50888616
32,39978,18,42,0.4834737
33,39978,18,46,0.5174165
34,39978,18,50,0.5025708
35,39978,18,53,0.55495346
36,39978,18,60,0.5159132
37,39978,18,74,0.4874747
38,39978,18,76,0.5264149
39,39978,18,98,0.49767157
40,39978,19,18,0.46120858
41,39978,20,18,0.44784677
42,39978,22,18,0.49784258
43,39978,22,32,0.49677384
44,39978,22,33,0.5043403
45,39978,23,9,0.47605717
46,39978,24,18,0.4938481
47,39978,24,25,0.5093402
48,39978,24,26,0.5043114
49,39978,24,30,0.50596726
50,39978,24,31,0.5121955
51,39978,24,32,0.4976502
52,39978,24,33,0.50204927
53,39978,24,74,0.50096875
54,39978,24,98,0.5101532
55,39978,25,18,0.5109642
56,39978,25,24,0.50461143
57,39978,25,26,0.5088772
58,39978,25,32,0.51088655
59,39978,25,42,0.4999116
60,39978,25,60,0.52829254
61,39978,26,18,0.50274533
62,39978,26,24,0.50615776
63,39978,26,25,0.50965095
64,39978,26,31,0.5118622
65,39978,26,32,0.5013923
66,39978,26,33,0.50308096
67,39978,26,39,0.5218027
68,39978,26,42,0.49394408
69,39978,26,74,0.5047991
70,39978,26,76,0.53214425
71,39978,26,98,0.49912518
72,39978,30,18,0.4950393
73,39978,30,24,0.49923792
74,39978,30,33,0.49878287
75,39978,31,18,0.50937635
76,39978,31,24,0.51511204
77,39978,31,26,0.51228565
78,39978,31,32,0.51329404
79,39978,31,33,0.5230081
80,39978,31,42,0.5078091
81,39978,31,50,0.5285395
82,39978,31,74,0.5181072
83,39978,31,98,0.5237319
84,39978,32,9,0.52282006
85,39978,32,18,0.4966085
86,39978,32,22,0.52824724
87,39978,32,24,0.49500102
88,39978,32,25,0.5111251
89,39978,32,26,0.5013599
90,39978,32,31,0.51037985
91,39978,32,33,0.5098053
92,39978,32,46,0.5168264
93,39978,32,98,0.50179017
94,39978,33,18,0.5149813
95,39978,33,22,0.5359561
96,39978,33,24,0.51047444
97,39978,33,26,0.5072115
98,39978,33,30,0.5196609
99,39978,33,31,0.52114016
100,39978,33,32,0.51253045
101,39978,33,42,0.5080028
102,39978,33,74,0.5089866
103,39978,33,98,0.5165095
104,39978,39,18,0.48480752
105,39978,39,26,0.49016523
106,39978,39,42,0.49157217
107,39978,40,9,0.4635984
108,39978,42,18,0.49439043
109,39978,42,25,0.5084323
110,39978,42,26,0.49945956
111,39978,42,31,0.5099285
112,39978,42,33,0.49647558
113,39978,42,39,0.5160278
114,39978,46,18,0.4946491
115,39978,46,32,0.49389526
116,39978,46,50,0.5103699
117,39978,46,98,0.5003911
118,39978,50,18,0.48897618
119,39978,50,31,0.4964591
120,39978,50,46,0.50619006
121,39978,51,9,0.45778954
122,39978,53,18,0.4610312
123,39978,54,9,0.48662016
124,39978,54,17,0.50150335
125,39978,60,18,0.48340216
126,39978,60,25,0.5010026
127,39978,60,98,0.4946171
128,39978,61,9,0.47167212
129,39978,62,9,0.45963174
130,39978,69,9,0.47681534
131,39978,71,9,0.46006632
132,39978,74,18,0.4980094
133,39978,74,24,0.50211143
134,39978,74,26,0.50630486
135,39978,74,31,0.50939846
136,39978,74,33,0.5050368
137,39978,74,98,0.49681953
138,39978,76,18,0.47653285
139,39978,76,26,0.47854048
140,39978,97,9,0.47225606
141,39978,98,18,0.49579424
142,39978,98,24,0.5002504
143,39978,98,26,0.50385207
144,39978,98,31,0.50232357
145,39978,98,32,0.49857548
146,39978,98,33,0.50703037
147,39978,98,46,0.5211893
148,39978,98,60,0.51254237
149,39978,98,74,0.49545923
