,P1,P2,Prob
0,tensor(6589),tensor(6590),tensor(0.6179)
1,tensor(6589),tensor(6591),tensor(0.6187)
2,tensor(6590),tensor(6589),tensor(0.6524)
3,tensor(6590),tensor(6592),tensor(0.6533)
4,tensor(6591),tensor(6589),tensor(0.5779)
5,tensor(6591),tensor(6592),tensor(0.5872)
6,tensor(6591),tensor(6598),tensor(0.6012)
7,tensor(6591),tensor(6599),tensor(0.6474)
8,tensor(6592),tensor(6590),tensor(0.6184)
9,tensor(6592),tensor(6591),tensor(0.6259)
10,tensor(6592),tensor(6598),tensor(0.6423)
11,tensor(6592),tensor(6600),tensor(0.6572)
12,tensor(6598),tensor(6591),tensor(0.6005)
13,tensor(6598),tensor(6592),tensor(0.5951)
14,tensor(6599),tensor(6591),tensor(0.6381)
15,tensor(6600),tensor(6592),tensor(0.5901)
