,P1,P2,Prob
0,tensor(1257),tensor(10222),tensor(0.3454)
1,tensor(1565),tensor(1567),tensor(0.3414)
2,tensor(1566),tensor(1567),tensor(0.3076)
3,tensor(1566),tensor(1570),tensor(0.3395)
4,tensor(1567),tensor(1565),tensor(0.3370)
5,tensor(1567),tensor(1566),tensor(0.3334)
6,tensor(1567),tensor(1570),tensor(0.3432)
7,tensor(1567),tensor(1573),tensor(0.3533)
8,tensor(1567),tensor(5774),tensor(0.3494)
9,tensor(1567),tensor(9498),tensor(0.4923)
10,tensor(1570),tensor(1566),tensor(0.3986)
11,tensor(1570),tensor(1567),tensor(0.3745)
12,tensor(1573),tensor(1567),tensor(0.3551)
13,tensor(1845),tensor(9497),tensor(0.4759)
14,tensor(5702),tensor(10219),tensor(0.2946)
15,tensor(5774),tensor(1567),tensor(0.3935)
16,tensor(8784),tensor(10222),tensor(0.3338)
17,tensor(9497),tensor(1845),tensor(0.6781)
18,tensor(9497),tensor(9498),tensor(0.8292)
19,tensor(9497),tensor(9499),tensor(0.6604)
20,tensor(9497),tensor(9500),tensor(0.6104)
21,tensor(9498),tensor(1567),tensor(0.7694)
22,tensor(9498),tensor(9497),tensor(0.8401)
23,tensor(9498),tensor(9501),tensor(0.8239)
24,tensor(9498),tensor(10223),tensor(0.9040)
25,tensor(9499),tensor(9497),tensor(0.3644)
26,tensor(9499),tensor(9501),tensor(0.3261)
27,tensor(9499),tensor(9502),tensor(0.2523)
28,tensor(9500),tensor(9497),tensor(0.5593)
29,tensor(9501),tensor(9498),tensor(0.5133)
30,tensor(9501),tensor(9499),tensor(0.3034)
31,tensor(9501),tensor(9502),tensor(0.3144)
32,tensor(9501),tensor(9503),tensor(0.3016)
33,tensor(9501),tensor(9504),tensor(0.2959)
34,tensor(9502),tensor(9499),tensor(0.2399)
35,tensor(9502),tensor(9501),tensor(0.3291)
36,tensor(9503),tensor(9501),tensor(0.4014)
37,tensor(9504),tensor(9501),tensor(0.4686)
38,tensor(10219),tensor(5702),tensor(0.3732)
39,tensor(10219),tensor(10220),tensor(0.3133)
40,tensor(10219),tensor(10221),tensor(0.3404)
41,tensor(10220),tensor(10219),tensor(0.5402)
42,tensor(10220),tensor(10222),tensor(0.6341)
43,tensor(10220),tensor(10223),tensor(0.8140)
44,tensor(10220),tensor(10467),tensor(0.6112)
45,tensor(10221),tensor(10219),tensor(0.3154)
46,tensor(10221),tensor(10222),tensor(0.4028)
47,tensor(10221),tensor(10224),tensor(0.3960)
48,tensor(10222),tensor(1257),tensor(0.3711)
49,tensor(10222),tensor(8784),tensor(0.3829)
50,tensor(10222),tensor(10220),tensor(0.2877)
51,tensor(10222),tensor(10221),tensor(0.3200)
52,tensor(10222),tensor(10224),tensor(0.3540)
53,tensor(10222),tensor(10225),tensor(0.3153)
54,tensor(10222),tensor(10226),tensor(0.4306)
55,tensor(10223),tensor(9498),tensor(0.9125)
56,tensor(10223),tensor(10220),tensor(0.7980)
57,tensor(10224),tensor(10221),tensor(0.3364)
58,tensor(10224),tensor(10222),tensor(0.3806)
59,tensor(10225),tensor(10222),tensor(0.3487)
60,tensor(10226),tensor(10222),tensor(0.3075)
61,tensor(10466),tensor(10467),tensor(0.3613)
62,tensor(10467),tensor(10220),tensor(0.3056)
63,tensor(10467),tensor(10466),tensor(0.3051)
64,tensor(10467),tensor(10469),tensor(0.3795)
65,tensor(10467),tensor(10470),tensor(0.4034)
66,tensor(10469),tensor(10467),tensor(0.3543)
67,tensor(10470),tensor(10467),tensor(0.3130)
