,seed,P1,P2,Prob
0,39978,7,18,0.21600693
1,39978,9,12,0.23587862
2,39978,9,17,0.23176123
3,39978,9,18,0.20446749
4,39978,9,23,0.29274887
5,39978,9,40,0.23769924
6,39978,9,54,0.24602836
7,39978,9,62,0.24750724
8,39978,9,69,0.23042557
9,39978,9,71,0.28215733
10,39978,9,91,0.2967085
11,39978,9,97,0.2509141
12,39978,12,9,0.22040549
13,39978,12,17,0.2564689
14,39978,17,9,0.21775891
15,39978,17,12,0.25389874
16,39978,17,18,0.22734444
17,39978,17,54,0.26337835
18,39978,18,7,0.2846276
19,39978,18,9,0.21103013
20,39978,18,17,0.24740076
21,39978,18,20,0.28151572
22,39978,18,22,0.27928767
23,39978,18,24,0.21754608
24,39978,18,25,0.23693347
25,39978,18,26,0.2069956
26,39978,18,30,0.22433521
27,39978,18,31,0.2181292
28,39978,18,32,0.2444185
29,39978,18,33,0.2232728
30,39978,18,39,0.22337338
31,39978,18,42,0.21969937
32,39978,18,46,0.23338689
33,39978,18,50,0.28147286
34,39978,18,60,0.31615594
35,39978,18,74,0.2377322
36,39978,18,76,0.24973242
37,39978,18,98,0.21851526
38,39978,20,18,0.24366386
39,39978,22,18,0.21280171
40,39978,23,9,0.22038652
41,39978,24,18,0.23296236
42,39978,24,25,0.24643423
43,39978,24,26,0.21491137
44,39978,24,30,0.23581024
45,39978,24,31,0.22709219
46,39978,24,33,0.23936719
47,39978,24,42,0.22975142
48,39978,24,76,0.25791153
49,39978,24,98,0.22500068
50,39978,25,18,0.23355779
51,39978,25,24,0.22732207
52,39978,25,26,0.21970156
53,39978,25,30,0.238512
54,39978,25,33,0.24003206
55,39978,25,42,0.23219487
56,39978,26,18,0.23158747
57,39978,26,24,0.22573005
58,39978,26,25,0.25677812
59,39978,26,30,0.23778957
60,39978,26,31,0.23348828
61,39978,26,32,0.25740138
62,39978,26,33,0.24006008
63,39978,26,42,0.23302107
64,39978,26,74,0.24941486
65,39978,26,98,0.2345949
66,39978,30,18,0.2276586
67,39978,30,24,0.23035957
68,39978,30,25,0.24208982
69,39978,30,26,0.21827315
70,39978,30,31,0.22833674
71,39978,30,33,0.22658028
72,39978,30,46,0.23755662
73,39978,30,76,0.25308082
74,39978,30,98,0.21714634
75,39978,31,18,0.23029992
76,39978,31,24,0.21653101
77,39978,31,26,0.2058887
78,39978,31,30,0.22683111
79,39978,31,33,0.22499703
80,39978,31,39,0.22562277
81,39978,31,42,0.22751345
82,39978,31,50,0.27929154
83,39978,31,74,0.23952696
84,39978,32,18,0.24473089
85,39978,32,26,0.22285202
86,39978,32,33,0.24674472
87,39978,32,42,0.23709202
88,39978,32,46,0.24414162
89,39978,32,98,0.23783408
90,39978,33,18,0.2356303
91,39978,33,24,0.22559905
92,39978,33,25,0.25279507
93,39978,33,26,0.21336159
94,39978,33,30,0.23206848
95,39978,33,31,0.23304294
96,39978,33,32,0.25769752
97,39978,33,39,0.23094551
98,39978,33,42,0.2273843
99,39978,33,98,0.22811297
100,39978,39,18,0.22310522
101,39978,39,31,0.21890701
102,39978,39,33,0.2263514
103,39978,39,42,0.219925
104,39978,39,46,0.23330915
105,39978,39,63,0.26578933
106,39978,40,9,0.2078112
107,39978,40,69,0.2355133
108,39978,42,18,0.23508428
109,39978,42,24,0.23131052
110,39978,42,25,0.25818598
111,39978,42,26,0.22583964
112,39978,42,31,0.23691946
113,39978,42,32,0.2625062
114,39978,42,33,0.24603586
115,39978,42,39,0.23987263
116,39978,42,64,0.30607086
117,39978,46,18,0.22528952
118,39978,46,30,0.22908272
119,39978,46,32,0.25778615
120,39978,46,39,0.22139041
121,39978,50,18,0.22560705
122,39978,50,31,0.22510932
123,39978,54,9,0.20805566
124,39978,54,17,0.24507436
125,39978,60,18,0.22591387
126,39978,62,9,0.25558066
127,39978,63,39,0.21171951
128,39978,64,42,0.24799483
129,39978,69,9,0.20398942
130,39978,69,40,0.24830738
131,39978,71,9,0.21327837
132,39978,74,18,0.24657156
133,39978,74,26,0.24101761
134,39978,74,31,0.24810255
135,39978,76,18,0.22394851
136,39978,76,24,0.21516575
137,39978,76,30,0.22630894
138,39978,76,97,0.26227108
139,39978,91,9,0.21562798
140,39978,97,9,0.22620176
141,39978,97,76,0.26516917
142,39978,98,18,0.24013408
143,39978,98,24,0.22927283
144,39978,98,26,0.2195038
145,39978,98,30,0.2438054
146,39978,98,32,0.25832203
147,39978,98,33,0.23768374
