,P1,P2,Prob
0,tensor(2110),tensor(4004),tensor(0.5351)
1,tensor(3999),tensor(4000),tensor(0.4823)
2,tensor(3999),tensor(4001),tensor(0.5369)
3,tensor(3999),tensor(4002),tensor(0.4259)
4,tensor(3999),tensor(4003),tensor(0.4304)
5,tensor(4000),tensor(3999),tensor(0.4338)
6,tensor(4000),tensor(4004),tensor(0.4560)
7,tensor(4000),tensor(4005),tensor(0.5057)
8,tensor(4001),tensor(3999),tensor(0.5077)
9,tensor(4001),tensor(4004),tensor(0.5242)
10,tensor(4001),tensor(4006),tensor(0.5557)
11,tensor(4002),tensor(3999),tensor(0.4611)
12,tensor(4003),tensor(3999),tensor(0.5294)
13,tensor(4004),tensor(2110),tensor(0.5207)
14,tensor(4004),tensor(4000),tensor(0.5096)
15,tensor(4004),tensor(4001),tensor(0.5600)
16,tensor(4004),tensor(4006),tensor(0.5567)
17,tensor(4004),tensor(12835),tensor(0.4301)
18,tensor(4005),tensor(4000),tensor(0.5108)
19,tensor(4006),tensor(4001),tensor(0.5472)
20,tensor(4006),tensor(4004),tensor(0.5083)
21,tensor(12835),tensor(4004),tensor(0.4721)
