,P1,P2,Prob
0,tensor(5535),tensor(7977),tensor(0.4825)
1,tensor(7455),tensor(7458),tensor(0.4833)
2,tensor(7458),tensor(7455),tensor(0.4315)
3,tensor(7458),tensor(7974),tensor(0.4560)
4,tensor(7973),tensor(7974),tensor(0.5519)
5,tensor(7973),tensor(7975),tensor(0.4925)
6,tensor(7973),tensor(7976),tensor(0.4985)
7,tensor(7974),tensor(7458),tensor(0.4911)
8,tensor(7974),tensor(7973),tensor(0.5946)
9,tensor(7974),tensor(7977),tensor(0.5243)
10,tensor(7974),tensor(7978),tensor(0.5272)
11,tensor(7975),tensor(7973),tensor(0.5838)
12,tensor(7975),tensor(7977),tensor(0.5158)
13,tensor(7975),tensor(7979),tensor(0.5372)
14,tensor(7976),tensor(7973),tensor(0.5867)
15,tensor(7977),tensor(5535),tensor(0.5544)
16,tensor(7977),tensor(7974),tensor(0.5562)
17,tensor(7977),tensor(7975),tensor(0.4988)
18,tensor(7977),tensor(7979),tensor(0.5482)
19,tensor(7977),tensor(7980),tensor(0.5085)
20,tensor(7977),tensor(7981),tensor(0.6074)
21,tensor(7977),tensor(8932),tensor(0.4997)
22,tensor(7978),tensor(7974),tensor(0.5561)
23,tensor(7979),tensor(7975),tensor(0.5034)
24,tensor(7979),tensor(7977),tensor(0.5299)
25,tensor(7980),tensor(7977),tensor(0.4878)
26,tensor(7981),tensor(7977),tensor(0.4257)
27,tensor(8932),tensor(7977),tensor(0.4128)
