,P1,P2,Prob
0,tensor(7716),tensor(7717),tensor(0.5378)
1,tensor(7716),tensor(7718),tensor(0.5352)
2,tensor(7717),tensor(7716),tensor(0.5793)
3,tensor(7717),tensor(7723),tensor(0.5754)
4,tensor(7718),tensor(7716),tensor(0.5924)
5,tensor(7718),tensor(7723),tensor(0.5888)
6,tensor(7718),tensor(7726),tensor(0.6288)
7,tensor(7723),tensor(7717),tensor(0.5554)
8,tensor(7723),tensor(7718),tensor(0.5582)
9,tensor(7723),tensor(7726),tensor(0.6078)
10,tensor(7723),tensor(12674),tensor(0.5715)
11,tensor(7726),tensor(7718),tensor(0.5455)
12,tensor(7726),tensor(7723),tensor(0.5801)
13,tensor(7726),tensor(7727),tensor(0.6158)
14,tensor(7727),tensor(7726),tensor(0.5623)
15,tensor(12674),tensor(7723),tensor(0.6171)
